Route_name,Activity,Starting_Point,Distance,Elevation_gain,Rank1,Rank2,ImageUrl1,ImageUrl2,ImageUrl3
"Salt del Boter de Santa Maria, Castell de Valldarques i esglésies de Sant Romà i Santa Maria de Remolins des de Valldarques",Senderisme,"a prop de Sallent, Catalunya (España)","7,15km",314m,84,4.89,https://s0.wklcdn.com/image_32/961503/10211627/26663832.400x300.jpg,https://s2.wklcdn.com/image_32/961503/10211627/26663861.400x300.jpg,https://s0.wklcdn.com/image_32/961503/10211627/26663886.400x300.jpg
Matadepera. Llac Petit- Torrent de Can Bogunya-Font del Janot EO-TP,Senderisme,"a prop de Matadepera, Catalunya (España)","8,14km",237m,84,4.5,https://s0.wklcdn.com/image_57/1715215/47460664/31641891.400x300.jpg,https://s2.wklcdn.com/image_57/1715215/47460664/31641893.400x300.jpg,https://s1.wklcdn.com/image_57/1715215/47460664/31641895.400x300.jpg
puigsacalm pel sallent i olletes,Senderisme,"a prop de Sant Privat d'en Bas, Catalunya (España)","12,25km",1189m,84,4.67,https://s0.wklcdn.com/image_32/979295/13750042/8507928.400x300.jpg,https://s0.wklcdn.com/image_32/979295/13750042/8507937.400x300.jpg,https://s0.wklcdn.com/image_32/979295/13750042/8507943.400x300.jpg
180121 100 Cims (E) . Ribera d'Ebre. ' Lo Tormo ' des de la Torre de l'Espanyol,Senderisme,"a prop de la Torre de l'Espanyol, Catalunya (España)","6,63km",373m,84,4.56,https://s0.wklcdn.com/image_3/106466/22179383/14017980.400x300.jpg,https://s1.wklcdn.com/image_3/106466/22179383/14017981.400x300.jpg,https://s0.wklcdn.com/image_3/106466/22179383/14017983.400x300.jpg
Pla d'Aiats + Agullola de la Tuta,Senderisme,"a prop de el Prat de Sant Julià, Catalunya (España)","13,61km",742m,84,4.67,https://s0.wklcdn.com/image_12/386293/8826681/5205750.400x300.jpg,https://s2.wklcdn.com/image_12/386293/8826681/5205755.400x300.jpg,https://s1.wklcdn.com/image_12/386293/8826681/5205760.400x300.jpg
"La Coscollada i turons de Fra Rafel, de l’Home i d’en Seriol pel Poblat Ibèric Maleses, Font de l’Amigò i St Pere de Reixac",Senderisme,"a prop de Sant Pere de Reixac, Catalunya (España)","12,79km",615m,84,4.41,https://s2.wklcdn.com/image_32/961503/16333913/26917214.400x300.jpg,https://s2.wklcdn.com/image_32/961503/16333913/26917220.400x300.jpg,https://s1.wklcdn.com/image_32/961503/16333913/26917225.400x300.jpg
125 - Tossal d'Engrilló - Horta de Sant Joan - Els Ports - 100 cims FEEC,Senderisme,"a prop de Horta de Sant Joan, Catalunya (España)","13,55km",829m,84,4.78,https://s2.wklcdn.com/image_25/772700/16972820/10667678.400x300.jpg,https://s0.wklcdn.com/image_25/772700/16972820/10667691.400x300.jpg,https://s2.wklcdn.com/image_25/772700/16972820/10667708.400x300.jpg
PUJADA A MONTSERRAT i ST. JERONI. 161015,Senderisme,"a prop de Monistrol de Montserrat, Catalunya (España)","14,30km",873m,84,4.67,https://s0.wklcdn.com/image_23/704442/11107250/6731787.400x300.jpg,https://s2.wklcdn.com/image_23/704442/11107250/6731792.400x300.jpg,https://s1.wklcdn.com/image_23/704442/11107250/6731794.400x300.jpg
"Les Escaules-Pont de Molins, 29-FEBRER-2020",Senderisme,"a prop de les Escaules, Catalunya (España)","15,54km",209m,84,4.84,https://s1.wklcdn.com/image_1/42322/47574653/31758382.400x300.jpg,https://s0.wklcdn.com/image_1/42322/47574653/31758414.400x300.jpg,https://s0.wklcdn.com/image_1/42322/47574654/31755927.400x300.jpg
Cerdanyola – Can Coll – Mirador del Torrent del Bosc – Sincrotró Alba – Riera de Sant Cugat - Parc Tecnològic – Cerdanyola,Senderisme,"a prop de Cerdanyola del Vallès, Catalunya (España)","13,93km",210m,84,4.84,https://s1.wklcdn.com/image_15/453606/43258878/28268080.400x300.jpg,https://s2.wklcdn.com/image_15/453606/43258878/28268081.400x300.jpg,https://s1.wklcdn.com/image_15/453606/43258878/28268083.400x300.jpg
Camins de pedres i garrofers - Torredembarra - Clarà - Vil·la romana del Moro. 291215,Senderisme,"a prop de Torredembarra, Catalunya (España)","12,48km",283m,84,4.84,https://s0.wklcdn.com/image_23/704442/11801448/7218411.400x300.jpg,https://s2.wklcdn.com/image_23/704442/11801448/7218473.400x300.jpg,https://s2.wklcdn.com/image_23/704442/11806709/7218287.400x300.jpg
"MONTGRÍ Caus, 22-FEB-14",Senderisme,"a prop de Torroella de Montgrí, Catalunya (España)","8,22km",478m,84,4.84,https://s2.wklcdn.com/image_1/42322/6192865/3394352.400x300.jpg,https://s0.wklcdn.com/image_1/42322/6192866/3387024.400x300.jpg,https://s1.wklcdn.com/image_1/42322/6192866/3387067.400x300.jpg
SANTUARI DE LA SALUT des de Sant Feliu de Pallerols,Senderisme,"a prop de Sant Feliu de Pallerols, Catalunya (España)","12,83km",648m,84,4.67,https://s0.wklcdn.com/image_14/426937/26049333/16763829.400x300.jpg,https://s2.wklcdn.com/image_14/426937/26049333/16763840.400x300.jpg,https://s1.wklcdn.com/image_14/426937/26049333/16763854.400x300.jpg
Itinerari micològic pel bosc de Castellfollit. Itinerari núm. 4 al Bosc de Poblet. Bolets pintats i boscos!,Senderisme,"a prop de Farena, Catalunya (España)","6,85km",371m,84,4.67,https://s1.wklcdn.com/image_7/219430/18781244/11812489.400x300.jpg,https://s2.wklcdn.com/image_7/219430/18781244/11812496.400x300.jpg,https://s0.wklcdn.com/image_7/219430/18781244/11812500.400x300.jpg
Sant Feliu de Pallerols: Santuari de La Salut - Roques Encantades,Senderisme,"a prop de Sant Feliu de Pallerols, Catalunya (España)","6,26km",133m,84,4.84,https://s1.wklcdn.com/image_33/1005447/36732976/23867683.400x300.jpg,https://s2.wklcdn.com/image_33/1005447/36732977/23789468.400x300.jpg,https://s1.wklcdn.com/image_33/1005447/36732977/23789782.400x300.jpg
Volta al Pedraforca,Senderisme,"a prop de Gósol, Catalunya (España)","17,72km",664m,84,4.89,https://s0.wklcdn.com/image_5/156652/45533636/29954826.400x300.jpg,https://s1.wklcdn.com/image_5/156652/45533636/29954833.400x300.jpg,https://s1.wklcdn.com/image_5/156652/45533636/29954836.400x300.jpg
Forallac-Clots de Sant Julià-Peratallada-Sant Esteve de Canapost-Forallac,Senderisme,"a prop de Fonteta, Catalunya (España)","9,32km",81m,84,4.67,https://s2.wklcdn.com/image_1/45562/6950227/3910238.400x300.jpg,https://s2.wklcdn.com/image_1/45562/6950227/3910241.400x300.jpg,https://s2.wklcdn.com/image_1/45562/6950227/3910247.400x300.jpg
Els Àngels (Santuari de la Mare de Déu) - Montigalar [2x100 Cims FEEC/ 1x100 Cim ICGC] - [IBP 74 HKG] - [31.01.2019],Senderisme,"a prop de Vilers, Catalunya (España)","16,09km",648m,84,4.89,https://s1.wklcdn.com/image_72/2167777/32689476/21058324.400x300.jpg,https://s0.wklcdn.com/image_72/2167777/32689476/21058326.400x300.jpg,https://s0.wklcdn.com/image_72/2167777/32689476/21058332.400x300.jpg
JUIÀ - CASTELL DE JUIÀ-CAN MARTÍ-SANT JOAN DE L'HERM-MAS SUARDELL-18-ENE-14,Senderisme,"a prop de Juià, Catalunya (España)","6,73km",260m,84,4.67,https://s0.wklcdn.com/image_6/194434/5982161/3243870.400x300.jpg,https://s1.wklcdn.com/image_6/194434/5982161/3243874.400x300.jpg,https://s0.wklcdn.com/image_6/194434/5982161/3243882.400x300.jpg
Sant Just Desvern - Santa Creu d’Olorda per corriols,Senderisme,"a prop de Sant Just Desvern, Catalunya (España)","9,52km",421m,84,4.84,https://s2.wklcdn.com/image_98/2946199/53497867/35676326.400x300.jpg,https://s2.wklcdn.com/image_98/2946199/53497867/35676329.400x300.jpg,https://s0.wklcdn.com/image_98/2946199/53497867/35676330.400x300.jpg
36. Senderisme en tren: Travessa Núria - Carançà (Tren Groc) per les gorges de Carançà,Senderisme,"a prop de Queralbs, Catalunya (España)","22,21km",907m,84,4.78,https://s2.wklcdn.com/image_14/438461/4764831/2415746.400x300.jpg,https://s1.wklcdn.com/image_14/438461/4764831/2415766.400x300.jpg,https://s2.wklcdn.com/image_14/438461/4764831/2415773.400x300.jpg
100404 Els PORTS. PRAT DE COMPTE-LA FONTCALDA-VIA VERDA-BOT-PR98-PRAT DE COMPTE,Senderisme,"a prop de Prat de Comte, Catalunya (España)","18,14km",539m,84,4.56,https://s1.wklcdn.com/image_3/106466/1149597/394039.400x300.jpg,https://s0.wklcdn.com/image_3/106466/1149597/394044.400x300.jpg,https://s2.wklcdn.com/image_3/106466/1149597/394046.400x300.jpg
Vallfogona del Ripollès-Castell de Milany-Torrent de la Masica,Senderisme,"a prop de Vallfogona, Catalunya (España)","17,11km",761m,84,5.0,https://s0.wklcdn.com/image_0/13796/13465320/8317836.400x300.jpg,https://s0.wklcdn.com/image_0/13796/13465321/8317857.400x300.jpg,https://s2.wklcdn.com/image_0/13796/13465321/8317859.400x300.jpg
"PRATDIP: l'Ortiguer, Grauet de l'Estudiant, Pas d'en Ramon, Camí de la Forestal, Raco Dovia, COVA GRAN, Maset de l'Estudiant.",Senderisme,"a prop de Pratdip, Catalunya (España)","12,84km",622m,84,4.84,https://s2.wklcdn.com/image_31/950588/16781277/10541567.400x300.jpg,https://s2.wklcdn.com/image_31/950588/16781277/10541585.400x300.jpg,https://s1.wklcdn.com/image_31/950588/16781277/10541587.400x300.jpg
SANT FELIU DE PALLEROLS - STA. CECILIA - COLL D'URIA - MINA REBRUGENT - CASTANYER SANT MIQUEL - FONT GROSSA - ANTICS MOLINS,Senderisme,"a prop de Sant Feliu de Pallerols, Catalunya (España)","11,28km",300m,84,4.67,https://s0.wklcdn.com/image_33/1010106/41217170/26799231.400x300.jpg,https://s1.wklcdn.com/image_33/1010106/41217170/26799247.400x300.jpg,https://s0.wklcdn.com/image_33/1010106/41217170/26799249.400x300.jpg
200620 De l'Ampolla a l'Ametlla de mar (de estació a estació),Senderisme,"a prop de L'Ampolla, Catalunya (España)","16,53km",86m,84,4.92,https://s2.wklcdn.com/image_0/18930/71256232/46850786.400x300.jpg,https://s1.wklcdn.com/image_0/18930/71256232/46850812.400x300.jpg,https://s1.wklcdn.com/image_0/18930/71256232/46850821.400x300.jpg
Montnegre: SL-C 102 Les Torrenteres (Sant Cebrià de Vallalta),Senderisme,"a prop de Sant Cebrià de Vallalta, Catalunya (España)","12,35km",436m,84,4.44,https://s1.wklcdn.com/image_3/91042/35704416/23077723.400x300.jpg,https://s1.wklcdn.com/image_3/91042/35704416/23077726.400x300.jpg,https://s0.wklcdn.com/image_3/91042/35704416/23077728.400x300.jpg
"Puigsacalm, Puig dels Llops i la Grevolosa des del Coll de Bracons",Senderisme,"a prop de Joanetes, Catalunya (España)","12,40km",843m,84,4.67,https://s2.wklcdn.com/image_5/156652/5529162/2918282.400x300.jpg,https://s2.wklcdn.com/image_5/156652/5529162/2918294.400x300.jpg,https://s0.wklcdn.com/image_5/156652/5529162/2918304.400x300.jpg
"IV Trobada Wikilocquerus a les Gavarres. Puig d'Arques, Can Genoer, Can Caçà, Can Regidor, Cementiri dels Jueus 14-01-2017",Senderisme,"a prop de Sant Cebrià dels Alls, Catalunya (España)","14,24km",496m,84,5.0,https://s0.wklcdn.com/image_6/194434/16112857/10104291.400x300.jpg,https://s1.wklcdn.com/image_6/194434/16112857/10104373.400x300.jpg,https://s0.wklcdn.com/image_6/194434/16112857/10105473.400x300.jpg
"SALT DEL CABRIT, BARRA DE FERRO, EIXERIT i TORNALL. St Bartomeu Sesgorges, Pas del Còdol. Trams equipats. L'Esquirol",Senderisme,"a prop de Sant Martí Sescorts, Catalunya (España)","12,39km",648m,84,4.34,https://s0.wklcdn.com/image_22/676598/55998164/37468593.400x300.jpg,https://s0.wklcdn.com/image_22/676598/55998164/37468626.400x300.jpg,https://s1.wklcdn.com/image_22/676598/55998164/37468636.400x300.jpg
Mare de Déu del Mont-Falgars-St.Llorenç de Sous,Senderisme,"a prop de Sous, Catalunya (España)","10,52km",394m,84,4.67,https://s2.wklcdn.com/image_8/257588/7544324/4306784.400x300.jpg,https://s0.wklcdn.com/image_8/257588/7544326/4306602.400x300.jpg,https://s1.wklcdn.com/image_8/257588/7544327/4306603.400x300.jpg
201119 100 Cims (E) . Maresme ( nº 237 ) ' Castell de Burriac ' des d'Òrrius,Senderisme,"a prop de Òrrius, Catalunya (España)","15,07km",688m,84,4.89,https://s0.wklcdn.com/image_3/106466/60795132/40573590.400x300.jpg,https://s2.wklcdn.com/image_3/106466/60795132/40573592.400x300.jpg,https://s0.wklcdn.com/image_3/106466/60795133/40573641.400x300.jpg
7 cims de la Serra del Cadí,Senderisme,"a prop de Gósol, Catalunya (España)","23,24km",1908m,84,5.0,https://s2.wklcdn.com/image_62/1863473/14891327/9262625.400x300.jpg,https://s0.wklcdn.com/image_62/1863473/14891327/9262740.400x300.jpg,https://s1.wklcdn.com/image_62/1863473/14891327/9262741.400x300.jpg
Calonge: Sector Puig de la Creu de Castellar - Castellbarri - Muntanya de can Mont. 18è Itinerari Megalític,Senderisme,"a prop de Calonge, Catalunya (España)","8,85km",310m,84,4.89,https://s2.wklcdn.com/image_36/1098155/17733577/11190134.400x300.jpg,https://s2.wklcdn.com/image_36/1098155/17733577/11190137.400x300.jpg,https://s0.wklcdn.com/image_36/1098155/17733579/11190141.400x300.jpg
Circular Vilardida - Jaciment arqueològic - Santuari de Montserrat - Montferri - Bràfim - Vila-rodona,Senderisme,"a prop de Vilardida, Catalunya (España)","16,83km",206m,84,4.55,https://s2.wklcdn.com/image_23/704442/32904603/21185075.400x300.jpg,https://s2.wklcdn.com/image_23/704442/32904603/21185096.400x300.jpg,https://s1.wklcdn.com/image_23/704442/32904603/21185332.400x300.jpg
210415 2x100 Cims (Essencials) . Tarragonès . ' La Mola del Tarragonès' i ' Tossa Grossa de Montferri ' des de Salomó.,Senderisme,"a prop de Salomó, Catalunya (España)","19,14km",380m,84,4.33,https://s2.wklcdn.com/image_3/106466/70618371/46480835.400x300.jpg,https://s0.wklcdn.com/image_3/106466/70618371/46480836.400x300.jpg,https://s2.wklcdn.com/image_3/106466/70618372/46480868.400x300.jpg
Setcases – Torrent de Vall-llobre – Collada Fonda – Puig Sistra,Senderisme,"a prop de Setcases, Catalunya (España)","14,90km",773m,84,4.45,https://s1.wklcdn.com/image_5/156652/37299555/24152494.400x300.jpg,https://s1.wklcdn.com/image_5/156652/37299555/24152497.400x300.jpg,https://s2.wklcdn.com/image_5/156652/37299555/24152498.400x300.jpg
Anglès (Puigbell) - Bellveí - Mina Vella - Penyes de Rifret - Mines de Rifret - Anglès,Senderisme,"a prop de Cuch, Catalunya (España)","6,97km",454m,84,4.84,https://s1.wklcdn.com/image_1/45562/51493442/34170664.400x300.jpg,https://s2.wklcdn.com/image_1/45562/51493442/34170689.400x300.jpg,https://s1.wklcdn.com/image_1/45562/51493442/34170730.400x300.jpg
"170112 Muntanyes de Prades. Camins, corriols i GR's de l'Albiol des de les tres aigües (TP-7013).",Senderisme,"a prop de l' Albiol, Catalunya (España)","14,72km",765m,84,4.78,https://s1.wklcdn.com/image_3/106466/16088075/10080739.400x300.jpg,https://s0.wklcdn.com/image_3/106466/16088075/10080750.400x300.jpg,https://s2.wklcdn.com/image_3/106466/16088075/10080752.400x300.jpg
"120228 MONTSANT.Vilella Alta.Mas de l'Estrem pels graus de la Guineu,Enderrocada,Caixer i La Vilella",Senderisme,"a prop de la Vilella Alta, Catalunya (España)","15,34km",747m,84,4.84,https://s0.wklcdn.com/image_3/106466/2539107/995727.400x300.jpg,https://s1.wklcdn.com/image_3/106466/2539107/995728.400x300.jpg,https://s2.wklcdn.com/image_3/106466/2539107/995729.400x300.jpg
Escaladei - Grau de l'Escletxa - La Cogulla - Grau de Salfores - Font Pregona - Escaladei,Senderisme,"a prop de la Morera de Montsant, Catalunya (España)","11,73km",807m,84,4.67,https://s2.wklcdn.com/image_20/606326/12522289/7692887.400x300.jpg,https://s2.wklcdn.com/image_20/606326/12522289/7692893.400x300.jpg,https://s1.wklcdn.com/image_20/606326/12522289/7692895.400x300.jpg
Montserrat: 4 ermites per Pou del Gat i Pas dels Francesos,Senderisme,"a prop de Collbató, Catalunya (España)","7,74km",485m,84,4.58,https://s0.wklcdn.com/image_0/18930/4309119/2122902.400x300.jpg,https://s0.wklcdn.com/image_0/18930/4309119/2122908.400x300.jpg,https://s2.wklcdn.com/image_0/18930/4309119/2122913.400x300.jpg
El Brull – Turó del Pou d’en Sala – Collformic – Fageda Seca – Serradussà,Senderisme,"a prop de El Brull, Catalunya (España)","18,17km",852m,84,4.92,https://s1.wklcdn.com/image_5/156652/8247165/4793854.400x300.jpg,https://s2.wklcdn.com/image_5/156652/8247165/4793855.400x300.jpg,https://s2.wklcdn.com/image_5/156652/8247165/4793894.400x300.jpg
Urús - Ermita de Sant Grau- font Llebrera - Urus,Senderisme,"a prop de Riu de Cerdanya, Catalunya (España)","9,15km",288m,84,5.0,https://s0.wklcdn.com/image_21/631916/54334897/36347880.400x300.jpg,https://s2.wklcdn.com/image_21/631916/54334898/36347885.400x300.jpg,https://s2.wklcdn.com/image_21/631916/54334899/36347888.400x300.jpg
063 Puigllançada,Senderisme,"a prop de La Molina, Catalunya (España)","10,96km",584m,84,5.0,https://s0.wklcdn.com/image_33/998418/26524764/16943424.400x300.jpg,https://s0.wklcdn.com/image_33/998418/26524764/16963281.400x300.jpg,https://s0.wklcdn.com/image_33/998418/26524764/17147238.400x300.jpg
Pont Diable ( GARMIN Connect ) 23-11-13,Senderisme,"a prop de Constantí, Catalunya (España)","8,68km",162m,84,4.84,https://s1.wklcdn.com/image_31/958102/5828669/3159322.400x300.jpg,https://s0.wklcdn.com/image_31/958102/5828669/3159324.400x300.jpg,https://s1.wklcdn.com/image_31/958102/5828669/3159325.400x300.jpg
CASTELL DE FORNILS-GRAU DE CASADAVALL-L'OM-GRAU I COVA DE GOLERÓ- CASTELL DE FORNILS,Senderisme,"a prop de Sant Martí Sacalm, Catalunya (España)","10,53km",614m,84,4.5,https://s1.wklcdn.com/image_16/494148/4355119/2153818.400x300.jpg,https://s1.wklcdn.com/image_16/494148/4355119/2153827.400x300.jpg,https://s2.wklcdn.com/image_16/494148/4355119/2153840.400x300.jpg
"Puig Lluent per St Romà Clusa, Rec i Ras de Clarent, Serra Faig i Branca, Camí Ral i St Julià de Cosp desd Castell de l’Areny",Senderisme,"a prop de Castell de l'Areny, Catalunya (España)","22,93km",1074m,84,4.67,https://s1.wklcdn.com/image_32/961503/21642862/26275105.400x300.jpg,https://s2.wklcdn.com/image_32/961503/21642862/26275124.400x300.jpg,https://s2.wklcdn.com/image_32/961503/21642862/26275154.400x300.jpg
Circular 360 Pedraforca des de Gósol,Senderisme,"a prop de Gósol, Catalunya (España)","17,14km",664m,84,5.0,https://s0.wklcdn.com/image_37/1121276/69633254/45858702.400x300.jpg,https://s0.wklcdn.com/image_37/1121276/69633255/45848025.400x300.jpg,https://s2.wklcdn.com/image_37/1121276/69633256/45848132.400x300.jpg
224. Senderisme en tren: de St. Vicenç de Castellet a Montserrat seguint el GR-4 per les Coves i Mirador de Sta. Cecília,Senderisme,"a prop de Sant Vicenç de Castellet, Catalunya (España)","18,04km",1314m,84,5.0,https://s1.wklcdn.com/image_14/438461/62438732/41502979.400x300.jpg,https://s1.wklcdn.com/image_14/438461/62438732/41502991.400x300.jpg,https://s1.wklcdn.com/image_14/438461/62438732/41502997.400x300.jpg
"De Alàs a Cerc, Ortedó i Banat pels Camins Vells i les ermites de Sant Antoni, Sant Romà i de la Mare de Déu de les Peces",Senderisme,"a prop de Alàs i Cerc, Catalunya (España)","14,87km",538m,84,5.0,https://s2.wklcdn.com/image_32/961503/61629582/41012384.400x300.jpg,https://s0.wklcdn.com/image_32/961503/61629582/41012388.400x300.jpg,https://s2.wklcdn.com/image_32/961503/61629582/41012393.400x300.jpg
La Morera de Montsant: Grau de Grallera-Piló dels Senyalets-Pi del Cugat-Clot del Cirer-Grau de Salfores- La Morera,Senderisme,"a prop de la Morera de Montsant, Catalunya (España)","9,66km",763m,84,4.84,https://s1.wklcdn.com/image_64/1920216/60766927/40511359.400x300.jpg,https://s2.wklcdn.com/image_64/1920216/60766927/40511360.400x300.jpg,https://s1.wklcdn.com/image_64/1920216/60766927/40511362.400x300.jpg
"Olot. Volcans d’Aiguanegra, Claperols, Cairat, Repassot i Repàs",Senderisme,"a prop de la Canya, Catalunya (España)","14,09km",458m,84,5.0,https://s2.wklcdn.com/image_15/453606/58303340/38901371.400x300.jpg,https://s2.wklcdn.com/image_15/453606/58303340/38901380.400x300.jpg,https://s0.wklcdn.com/image_15/453606/58303340/38901384.400x300.jpg
la Bisbal del Penedès - Puig de Vilafranca,Senderisme,"a prop de la Bisbal del Penedès, Catalunya (España)","14,43km",286m,84,5.0,https://s2.wklcdn.com/image_23/704442/22504268/14248967.400x300.jpg,https://s0.wklcdn.com/image_23/704442/22504268/14248983.400x300.jpg,https://s2.wklcdn.com/image_23/704442/22504268/14248988.400x300.jpg
TRANSLLENA - Castell de Cérvoles - La Pobla de Cérvoles - LES GARRIGUES. 260717,Senderisme,"a prop de Pobla de Ciérvoles, Catalunya (España)","16,54km",555m,84,4.84,https://s1.wklcdn.com/image_23/704442/18837231/11850331.400x300.jpg,https://s0.wklcdn.com/image_23/704442/18837231/11850333.400x300.jpg,https://s1.wklcdn.com/image_23/704442/18837231/11850334.400x300.jpg
La Vajol-Roc Comptador-El Moixer (Cim Comarcal de l'Alt Empordà)- Puig de les Pedrisses,Senderisme,"a prop de la Vajol, Catalunya (España)","17,80km",974m,84,4.67,https://s1.wklcdn.com/image_6/187422/13309219/8211706.400x300.jpg,https://s2.wklcdn.com/image_6/187422/13309219/8211791.400x300.jpg,https://s0.wklcdn.com/image_6/187422/13309219/8211888.400x300.jpg
GR-92 (Sender de la Mediterrànea) (Catalunya) Etapa-25 (Nuevo trazado) Torredembarra - Tarragona,Senderisme,"a prop de La Marina, Catalunya (España)","19,87km",205m,84,5.0,https://s0.wklcdn.com/image_5/161450/11773395/7195764.400x300.jpg,https://s1.wklcdn.com/image_5/161450/11773395/7195765.400x300.jpg,https://s0.wklcdn.com/image_5/161450/11773395/7195770.400x300.jpg
LA DEIXESA-MAS ALENYÀ-CAN BOTJA-CAN VERGELI08-SANT CEBRIÀ DEL ALLS-PUIG DEL MIG DIA-MAR-14,Senderisme,"a prop de San Pol, Catalunya (España)","15,55km",509m,84,5.0,https://s1.wklcdn.com/image_6/194434/6311533/3469381.400x300.jpg,https://s0.wklcdn.com/image_6/194434/6311533/3469452.400x300.jpg,https://s2.wklcdn.com/image_6/194434/6311533/3469463.400x300.jpg
La Deixesa-Mas Alenyà-Can Botja-Can Vergeli-St.Cebrià-Puig de Migdia-Can Sàbat 2014-03-08 7:29,Senderisme,"a prop de San Pol, Catalunya (España)","15,35km",489m,84,5.0,https://s1.wklcdn.com/image_1/34039/6291398/3451603.400x300.jpg,https://s2.wklcdn.com/image_1/34039/6291398/3451604.400x300.jpg,https://s1.wklcdn.com/image_1/34039/6291398/3451606.400x300.jpg
SANT SADURNI-CISTA DE L'ABEL-BALMA D'EN NYERO-11-ENE-14,Senderisme,"a prop de Corçà, Catalunya (España)","22,05km",350m,84,5.0,https://s2.wklcdn.com/image_6/194434/5934290/3222122.400x300.jpg,https://s1.wklcdn.com/image_6/194434/5934290/3222127.400x300.jpg,https://s1.wklcdn.com/image_6/194434/5934290/3222154.400x300.jpg
Pla de Busa: El Rial-Cingle de la Creu-Mirador de la Bertolina-Sant Cristòfol de Busa-Presó del Capolatell-El Rial (Solsonès),Senderisme,"a prop de Sant Llorenç de Morunys, Catalunya (España)","11,43km",248m,84,5.0,https://s2.wklcdn.com/image_40/1205870/66715157/44233763.400x300.jpg,https://s1.wklcdn.com/image_40/1205870/66715157/44233774.400x300.jpg,https://s1.wklcdn.com/image_40/1205870/66715157/44233822.400x300.jpg
Collet de Fullosa-el Negre-Gorgs de la Riera d'Ogassa-la Tuta-Monument d'en Xirinacs-Santa Maria de Vidabona,Senderisme,"a prop de Ogassa, Catalunya (España)","13,73km",755m,84,4.56,https://s1.wklcdn.com/image_0/3958/66093889/43663462.400x300.jpg,https://s2.wklcdn.com/image_0/3958/66093889/43663469.400x300.jpg,https://s0.wklcdn.com/image_0/3958/66093889/43663482.400x300.jpg
Barata Avenc les Pinasses Búnquer Azaña Roca d Corb Pou Glaç Estepar Castellsapera Avenc Forn de Calç i Font de Cantarelles,Senderisme,"a prop de Matadepera, Catalunya (España)","8,10km",412m,84,5.0,https://s2.wklcdn.com/image_29/883201/60670626/40441448.400x300.jpg,https://s2.wklcdn.com/image_29/883201/60670626/40441451.400x300.jpg,https://s1.wklcdn.com/image_29/883201/60670626/40441453.400x300.jpg
Mare de Déu de les Arenes-El Dalmau-Sant Pere de Mur-El Daví-Roca Mur -Puig Gavatx-Pedra d'Àliga-Pi de les Quatre Besses,Senderisme,"a prop de Sant Feliu del Racó, Catalunya (España)","12,62km",515m,84,5.0,https://s0.wklcdn.com/image_6/187422/31451294/20207283.400x300.jpg,https://s1.wklcdn.com/image_6/187422/31451294/20207287.400x300.jpg,https://s2.wklcdn.com/image_6/187422/31451294/20207291.400x300.jpg
100617 Els PORTS. Refugi CARO - Coll de Pallers - Cova de Vidre - Refugi,Senderisme,"a prop de Alfara de Carles, Catalunya (España)","15,09km",902m,84,5.0,https://s1.wklcdn.com/image_3/106466/1141032/394114.400x300.jpg,https://s1.wklcdn.com/image_3/106466/1141032/394117.400x300.jpg,https://s2.wklcdn.com/image_3/106466/1141032/394118.400x300.jpg
"Can Gelada (Pujarnol), Rocacorba, Biert",Senderisme,"a prop de Pujarnol, Catalunya (España)","17,45km",834m,84,4.84,https://s1.wklcdn.com/image_34/1024775/44001958/28808530.400x300.jpg,https://s0.wklcdn.com/image_34/1024775/44001959/28808544.400x300.jpg,https://s2.wklcdn.com/image_34/1024775/44001960/28808549.400x300.jpg
"Les Agudes, Dolmens de la Vall de Castellbò, els Folgars, el Pradell i la Borda de les Cabanelles des de Turbiàs",Senderisme,"a prop de Turbiás, Catalunya (España)","17,03km",627m,84,4.5,https://s2.wklcdn.com/image_32/961503/9587462/29075999.400x300.jpg,https://s1.wklcdn.com/image_32/961503/9587462/29076001.400x300.jpg,https://s0.wklcdn.com/image_32/961503/9587462/29076003.400x300.jpg
[TC180] Prullans - Cova d'Anes,Senderisme,"a prop de Prullans, Catalunya (España)","8,45km",310m,84,4.67,https://s1.wklcdn.com/image_135/4061551/45347703/29814406.400x300.jpg,https://s2.wklcdn.com/image_135/4061551/45347703/29814407.400x300.jpg,https://s1.wklcdn.com/image_135/4061551/45347703/29814409.400x300.jpg
Canet d'Adri - Rocacorba (929 m),Senderisme,"a prop de Canet d'Adri, Catalunya (España)","21,12km",876m,84,4.39,https://s2.wklcdn.com/image_1/45562/16509462/10354112.400x300.jpg,https://s2.wklcdn.com/image_1/45562/16509462/10354157.400x300.jpg,https://s1.wklcdn.com/image_1/45562/16509462/10354162.400x300.jpg
Baixador Vallvidrera- la Rierada- Molins de Rei.,Senderisme,"a prop de Vallvidrera, el Tibidabo i les Planes, Catalunya (España)","14,35km",270m,84,4.78,https://s0.wklcdn.com/image_1/41659/77075082/50268189.400x300.jpg,https://s0.wklcdn.com/image_1/41659/77075083/50268192.400x300.jpg,https://s0.wklcdn.com/image_1/41659/77075084/50268195.400x300.jpg
Prades - Capafonts - Prades,Senderisme,"a prop de Prades, Catalunya (España)","11,62km",435m,84,4.89,https://s2.wklcdn.com/image_23/704442/39653779/25696127.400x300.jpg,https://s1.wklcdn.com/image_23/704442/39653779/25696153.400x300.jpg,https://s0.wklcdn.com/image_23/704442/39653779/25696173.400x300.jpg
